quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
112	0.5	38	38	1/4	1/4	3/4	2	1	1/8		1/8	1		3	57	596
112	1.0	38	38	1/4	1/4	3/4	1	2	1/4		1/4	1	-1	0	72	591
112	0.25	38	38	1/4	1/4	3/4	1	1	1/16		1/16	1	-1	-1	77	582
449/4	0.25	38	38	5/16	5/16	3/4	1	1	1/16		1/16	1		0	84	583
225/2	0.5	38	38	3/8	3/8	3/4	2	1	1/8		1/8	1		3	45	597
225/2	0.25	38	38	3/8	3/8	3/4	1	1	1/16		1/16	1		6	78	584
451/4	0.25	38	38	7/16	7/16	3/4	1	1	1/16		1/16	1		0	84	585
113	0.5	38	38	1/2	1/2	3/4	2	1	1/8		1/8	1		4	40	598
113	0.25	38	38	1/2	1/2	3/4	1	1	1/16		1/16	1		0	72	586
113	1.0	38	38	1/2	1/2	3/4	1	2	1/4		1/4	1		0	72	592
453/4	0.25	38	38	9/16	9/16	3/4	1	1	1/16		1/16	1		4	76	587
227/2	0.5	38	38	5/8	5/8	3/4	2	1	1/8		1/8	1		4	52	599
227/2	0.25	38	38	5/8	5/8	3/4	1	1	1/16		1/16	1		1	79	588
455/4	0.25	38	38	11/16	11/16	3/4	1	1	1/16		1/16	1		-2	82	589
114	1.0	39	39	0	0	3/4	2	2	1/4		1/4	1		-1	53	614
114	0.5	39	39	0	0	3/4	2	1	1/8		1/8	1		0	60	610
114	0.25	39	39	0	0	3/4	1	1	1/16		1/16	1		8	80	600
457/4	0.25	39	39	1/16	1/16	3/4	1	1	1/16		1/16	1		3	81	601
229/2	0.5	39	39	1/8	1/8	3/4	2	1	1/8		1/8	1		2	62	611
229/2	0.25	39	39	1/8	1/8	3/4	1	1	1/16		1/16	1		-1	77	602
459/4	0.25	39	39	3/16	3/16	3/4	1	1	1/16		1/16	1		2	74	603
115	1.0	39	39	1/4	1/4	3/4	2	2	1/4		1/4	1		1	55	615
115	1.0	39	39	1/4	1/4	3/4	2	1	1/4		1/4	1		4	64	612
115	1.0	39	39	1/4	1/4	3/4	1	1	1/4		1/4	1		0	72	604
116	0.0	39	39	1/2	1/2	3/4	1	1	0	grace16	1/16	1		4	76	605
116	1.0	39	39	1/2	1/2	3/4	2	2	1/4		1/4	1		1	55	616
116	1.0	39	39	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	65	613
116	0.75	39	39	1/2	1/2	3/4	1	2	3/16		1/8	3/2		5	71	608
116	0.75	39	39	1/2	1/2	3/4	1	1	3/16		1/8	3/2		2	74	606
467/4	0.25	39	39	11/16	11/16	3/4	1	1	1/16		1/16	1		0	72	607
467/4	0.25	39	39	11/16	11/16	3/4	1	2	1/16		1/16	1		0	72	609
117	0.5	40	40	0	0	3/4	2	1	1/8		1/8	1		0	60	621
117	0.5	40	40	0	0	3/4	2	2	1/8		1/8	1		4	64	627
117	2.0	40	40	0	0	3/4	1	1	1/2		1/2	1		0	72	617
117	3.0	40	40	0	0	3/4	1	2	3/4		1/2	3/2		0	72	620
235/2	0.5	40	40	1/8	1/8	3/4	2	1	1/8		1/8	1		0	48	622
118	0.5	40	40	1/4	1/4	3/4	2	1	1/8		1/8	1		0	60	623
237/2	0.5	40	40	3/8	3/8	3/4	2	1	1/8		1/8	1		-2	58	624
119	0.5	40	40	1/2	1/2	3/4	2	1	1/8		1/8	1		3	57	625
119	0.5	40	40	1/2	1/2	3/4	1	1	1/8		1/8	1		0	72	618
239/2	0.5	40	40	5/8	5/8	3/4	2	1	1/8		1/8	1		1	55	626
239/2	0.5	40	40	5/8	5/8	3/4	1	1	1/8		1/8	1		7	73	619
120	0.5	41	41	0	0	3/4	2	1	1/8		1/8	1		6	54	636
120	1.0	41	41	0	0	3/4	1	2	1/4		1/4	1		0	72	634
120	1.0	41	41	0	0	3/4	1	1	1/4		1/4	1		2	74	628
241/2	0.5	41	41	1/8	1/8	3/4	2	1	1/8		1/8	1		2	50	637
121	0.5	41	41	1/4	1/4	3/4	2	1	1/8		1/8	1		-2	58	638
121	2.0	41	41	1/4	1/4	3/4	1	2	1/2		1/2	1	1	-2	70	635
121	0.75	41	41	1/4	1/4	3/4	1	1	3/16		1/8	3/2		2	74	629
243/2	0.5	41	41	3/8	3/8	3/4	2	1	1/8		1/8	1		3	57	639
487/4	0.125	41	41	7/16	7/16	3/4	1	1	1/32		1/32	1		4	76	630
975/8	0.125	41	41	15/32	15/32	3/4	1	1	1/32		1/32	1		6	78	631
122	0.5	41	41	1/2	1/2	3/4	2	1	1/8		1/8	1		1	55	640
122	0.5	41	41	1/2	1/2	3/4	1	1	1/8		1/8	1		1	79	632
245/2	0.5	41	41	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	53	641
245/2	0.5	41	41	5/8	5/8	3/4	1	1	1/8		1/8	1		2	74	633
123	0.5	42	42	0	0	3/4	2	1	1/8		1/8	1		4	52	650
123	1.0	42	42	0	0	3/4	1	2	1/4		1/4	1	-1	-2	70	648
123	1.0	42	42	0	0	3/4	1	1	1/4		1/4	1		0	72	642
247/2	0.5	42	42	1/8	1/8	3/4	2	1	1/8		1/8	1		0	48	651
124	0.5	42	42	1/4	1/4	3/4	2	1	1/8		1/8	1		3	57	652
124	2.0	42	42	1/4	1/4	3/4	1	2	1/2		1/2	1	1	3	69	649
124	0.75	42	42	1/4	1/4	3/4	1	1	3/16		1/8	3/2		0	72	643
249/2	0.5	42	42	3/8	3/8	3/4	2	1	1/8		1/8	1		1	55	653
499/4	0.125	42	42	7/16	7/16	3/4	1	1	1/32		1/32	1		2	74	644
999/8	0.125	42	42	15/32	15/32	3/4	1	1	1/32		1/32	1		4	76	645
125	0.5	42	42	1/2	1/2	3/4	2	1	1/8		1/8	1		-1	53	654
125	0.5	42	42	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	77	646
251/2	0.5	42	42	5/8	5/8	3/4	2	1	1/8		1/8	1		4	52	655
251/2	0.5	42	42	5/8	5/8	3/4	1	1	1/8		1/8	1		0	72	647
126	1.0	43	43	0	0	3/4	2	1	1/4		1/4	1		2	50	671
126	0.5	43	43	0	0	3/4	1	2	1/8		1/8	1	-1	3	69	663
126	1.0	43	43	0	0	3/4	1	1	1/4		1/4	1	1	-2	70	656
253/2	0.25	43	43	1/8	1/8	3/4	1	2	1/16		1/16	1		1	67	664
507/4	0.25	43	43	3/16	3/16	3/4	1	2	1/16		1/16	1		6	66	665
127	0.5	43	43	1/4	1/4	3/4	2	1	1/8		1/8	1		4	52	672
127	0.5	43	43	1/4	1/4	3/4	1	2	1/8		1/8	1		1	67	666
127	0.5	43	43	1/4	1/4	3/4	1	1	1/8		1/8	1	-1	-2	70	657
255/2	0.5	43	43	3/8	3/8	3/4	2	1	1/8		1/8	1		0	48	673
255/2	0.5	43	43	3/8	3/8	3/4	1	2	1/8		1/8	1		4	64	667
255/2	0.25	43	43	3/8	3/8	3/4	1	1	1/16		1/16	1		0	72	658
511/4	0.25	43	43	7/16	7/16	3/4	1	1	1/16		1/16	1		-2	70	659
128	0.5	43	43	1/2	1/2	3/4	2	1	1/8		1/8	1		2	50	674
128	0.5	43	43	1/2	1/2	3/4	1	2	1/8		1/8	1		-1	65	668
128	0.5	43	43	1/2	1/2	3/4	1	1	1/8		1/8	1		3	69	660
257/2	0.0	43	43	5/8	5/8	3/4	1	1	0	grace16	1/16	1		0	72	661
257/2	0.0	43	43	5/8	5/8	3/4	1	2	0	grace16	1/16	1		3	69	669
257/2	0.5	43	43	5/8	5/8	3/4	2	1	1/8		1/8	1		-2	46	675
257/2	0.5	43	43	5/8	5/8	3/4	1	2	1/8		1/8	1		1	67	670
257/2	0.5	43	43	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	662
129	0.5	44	44	0	0	3/4	2	1	1/8		1/8	1		0	48	680
129	1.0	44	44	0	0	3/4	1	2	1/4		1/4	1		-1	65	678
129	1.0	44	44	0	0	3/4	1	1	1/4		1/4	1		3	69	676
259/2	0.5	44	44	1/8	1/8	3/4	2	1	1/8		1/8	1	1	0	60	681
130	0.25	44	44	1/4	1/4	3/4	2	1	1/16		1/16	1	-1	0	60	682
130	0.5	44	44	1/4	1/4	3/4	1	2	1/8		1/8	1		4	64	679
130	0.5	44	44	1/4	1/4	3/4	1	1	1/8		1/8	1		1	67	677
521/4	0.25	44	44	5/16	5/16	3/4	2	1	1/16		1/16	1		0	48	683
261/2	0.25	44	44	3/8	3/8	3/4	2	1	1/16		1/16	1		-2	58	684
523/4	0.25	44	44	7/16	7/16	3/4	2	1	1/16		1/16	1		-2	46	685
131	0.25	44	44	1/2	1/2	3/4	2	1	1/16		1/16	1		3	57	686
525/4	0.25	44	44	9/16	9/16	3/4	2	1	1/16		1/16	1		3	45	687
263/2	0.25	44	44	5/8	5/8	3/4	2	1	1/16		1/16	1		1	55	688
527/4	0.25	44	44	11/16	11/16	3/4	2	1	1/16		1/16	1		1	43	689
132	0.5	45	45	0	0	3/4	2	1	1/8		1/8	1		-1	41	699
132	0.5	45	45	0	0	3/4	2	1	1/8		1/8	1		-1	53	699
132	0.125	45	45	0	0	3/4	1	1	1/32		1/32	1		3	69	690
1057/8	0.375	45	45	1/32	1/32	3/4	1	1	3/32		1/16	3/2		-1	65	691
265/2	0.125	45	45	1/8	1/8	3/4	1	1	1/32		1/32	1		-2	70	692
1061/8	0.375	45	45	5/32	5/32	3/4	1	1	3/32		1/16	3/2		1	67	693
133	1.0	45	45	1/4	1/4	3/4	2	1	1/4		1/4	1	1	-1	53	700
133	1.0	45	45	1/4	1/4	3/4	2	1	1/4		1/4	1	1	3	57	700
133	0.75	45	45	1/4	1/4	3/4	1	1	3/16		1/8	3/2		0	72	694
535/4	0.083	45	45	7/16	7/16	3/4	1	1	1/48		1/32	2/3		-2	70	695
803/6	0.083	45	45	11/24	11/24	3/4	1	1	1/48		1/32	2/3		3	69	696
1607/12	0.083	45	45	23/48	23/48	3/4	1	1	1/48		1/32	2/3		1	67	697
134	0.5	45	45	1/2	1/2	3/4	2	1	1/8		1/8	1	-1	-1	53	701
134	0.5	45	45	1/2	1/2	3/4	2	1	1/8		1/8	1	-1	3	57	701
134	0.5	45	45	1/2	1/2	3/4	1	1	1/8		1/8	1		-1	65	698
135	0.125	46	46	0	0	3/4	1	1	1/32		1/32	1		2	74	702
1081/8	0.375	46	46	1/32	1/32	3/4	1	1	3/32		1/16	3/2		-2	70	703
271/2	0.125	46	46	1/8	1/8	3/4	1	1	1/32		1/32	1		4	76	704
1085/8	0.375	46	46	5/32	5/32	3/4	1	1	3/32		1/16	3/2		0	72	705
136	1.0	46	46	1/4	1/4	3/4	2	1	1/4		1/4	1	1	3	57	712
136	1.0	46	46	1/4	1/4	3/4	2	1	1/4		1/4	1	1	0	60	712
136	0.75	46	46	1/4	1/4	3/4	1	1	3/16		1/8	3/2		-1	77	706
547/4	0.062	46	46	7/16	7/16	3/4	1	1	1/64		1/64	1		4	76	707
2189/16	0.062	46	46	29/64	29/64	3/4	1	1	1/64		1/64	1		2	74	708
1095/8	0.062	46	46	15/32	15/32	3/4	1	1	1/64		1/64	1		0	72	709
2191/16	0.062	46	46	31/64	31/64	3/4	1	1	1/64		1/64	1		-2	70	710
137	0.5	46	46	1/2	1/2	3/4	2	1	1/8		1/8	1	-1	3	57	713
137	0.5	46	46	1/2	1/2	3/4	2	1	1/8		1/8	1	-1	0	60	713
137	0.5	46	46	1/2	1/2	3/4	1	1	1/8		1/8	1		3	69	711
138	0.125	47	47	0	0	3/4	1	1	1/32		1/32	1		-1	77	714
1105/8	0.375	47	47	1/32	1/32	3/4	1	1	3/32		1/16	3/2		0	72	715
277/2	0.125	47	47	1/8	1/8	3/4	1	1	1/32		1/32	1		3	81	716
1109/8	0.375	47	47	5/32	5/32	3/4	1	1	3/32		1/16	3/2		-1	77	717
139	0.125	47	47	1/4	1/4	3/4	1	1	1/32		1/32	1		0	84	718
1113/8	0.375	47	47	9/32	9/32	3/4	1	1	3/32		1/16	3/2		8	80	719
279/2	0.125	47	47	3/8	3/8	3/4	1	1	1/32		1/32	1		3	81	720
1117/8	0.375	47	47	13/32	13/32	3/4	1	1	3/32		1/16	3/2		4	76	721
140	0.125	47	47	1/2	1/2	3/4	1	1	1/32		1/32	1		-1	77	722
1121/8	0.375	47	47	17/32	17/32	3/4	1	1	3/32		1/16	3/2		0	72	723
281/2	0.5	47	47	5/8	5/8	3/4	2	1	1/8		1/8	1		-1	53	726
281/2	0.5	47	47	5/8	5/8	3/4	2	1	1/8		1/8	1		3	57	726
281/2	0.125	47	47	5/8	5/8	3/4	1	1	1/32		1/32	1		2	74	724
1125/8	0.375	47	47	21/32	21/32	3/4	1	1	3/32		1/16	3/2		3	69	725
141	0.5	48	48	0	0	3/4	2	1	1/8		1/8	1		2	50	736
141	0.5	48	48	0	0	3/4	2	1	1/8		1/8	1		-1	53	736
141	0.125	48	48	0	0	3/4	1	1	1/32		1/32	1		0	72	727
1129/8	0.375	48	48	1/32	1/32	3/4	1	1	3/32		1/16	3/2		5	71	728
283/2	0.5	48	48	1/8	1/8	3/4	2	1	1/8		1/8	1		4	52	737
283/2	0.5	48	48	1/8	1/8	3/4	2	1	1/8		1/8	1		1	55	737
283/2	0.125	48	48	1/8	1/8	3/4	1	1	1/32		1/32	1		0	72	729
